SaleID,price
150000,39605.88045119985
150001,401.3448236637423
150002,7200.831798832136
150003,12228.845612176327
150004,545.2268865241745
150005,1792.1728266977138
150006,4500.47753579093
150007,10066.22637406335
150008,3458.915323203859
150009,2203.1732507333872
150010,4211.592789793242
150011,5983.5366294782525
150012,2522.4271817293484
150013,12294.892898545935
150014,11721.175648539107
150015,338.8753040758651
150016,633.5795762741892
150017,5957.635701144782
150018,9644.431291400539
150019,1378.9331036382414
150020,5016.260204304282
150021,13265.888532348681
150022,1499.3851816519996
150023,14972.231866195505
150024,1563.3564683384234
150025,6234.455023978939
150026,1519.2257631212392
150027,3673.1898146333433
150028,22114.926413902802
150029,16757.451302355657
150030,1536.7327331785552
150031,322.0062953144114
150032,4034.5154173559495
150033,2726.954366269093
150034,3238.2043058726304
150035,7164.149622489879
150036,984.0016897331991
150037,3646.3272415675383
150038,26000.130033587026
150039,1593.4177154072563
150040,14327.004598251428
150041,3870.347174590215
150042,14390.646689350287
150043,25779.126064522938
150044,7418.15145012331
150045,2158.1200472446026
150046,2914.210177888135
150047,48295.42691175917
150048,1087.7066430764173
150049,33457.16517063214
150050,5006.277803270039
150051,9363.557906348196
150052,1072.6900330895994
150053,582.0520588185404
150054,14492.545167878907
150055,3995.641214601377
150056,897.1149532608022
150057,2585.8718611070362
150058,1099.6743678236735
150059,2355.381703582789
150060,8880.16910287563
150061,3202.164147456285
150062,1310.1486175308544
150063,11487.95656829021
150064,20495.296804808404
150065,10294.747712101793
150066,12732.302176730118
150067,3220.4385181921107
150068,1249.6493857893406
150069,2826.649784698284
150070,1677.3685402653068
150071,557.365245130424
150072,1033.1973684570803
150073,22247.153845583212
150074,287.4344647004659
150075,1077.5340240738906
150076,2566.3474256275413
150077,7205.527825348545
150078,2550.079681545584
150079,4429.935765989139
150080,2625.0764082025407
150081,9247.303611955955
150082,15043.436242326447
150083,507.59301012868696
150084,4070.3893308948127
150085,3512.9405648835263
150086,35680.066201604284
150087,328.6924998947898
150088,2909.8521151708774
150089,3163.2218359483063
150090,838.0721823817692
150091,6956.666467350375
150092,5869.345189872494
150093,760.378571161136
150094,11208.820829815184
150095,150.84852695042179
150096,13277.125246307802
150097,8051.7387992075965
150098,394.80782314588066
150099,334.40792497620123
150100,524.0406745407063
150101,4234.823098582603
150102,1596.8864323502876
150103,2799.948643975138
150104,4225.976469414672
150105,926.8093982508157
150106,1992.141418879418
150107,645.1290657843977
150108,7603.111971541681
150109,2044.3479020462032
150110,3765.3262837696184
150111,10713.159519351702
150112,11321.313152714187
150113,1679.300903233237
150114,1257.0758974397236
150115,2477.8898387680747
150116,6684.584531803237
150117,2854.3122837827755
150118,21200.157168860744
150119,9901.21017296778
150120,15099.008228348812
150121,1393.724498248114
150122,8155.807096047158
150123,91.66987141110562
150124,14706.002116041334
150125,4090.4371211292164
150126,2249.2493169038876
150127,16307.645922240801
150128,31116.816504183334
150129,3215.2582996240144
150130,3095.9377795675136
150131,784.4094697646899
150132,4355.124729208317
150133,6105.112443061209
150134,15625.708669053689
150135,1278.695817688009
150136,1479.616614710942
150137,3182.8090592731996
150138,6981.5329974058
150139,997.3474314373323
150140,1432.762149231649
150141,2364.8726523106666
150142,9777.414952605675
150143,5761.115907823318
150144,938.3975356742444
150145,1920.4666666915643
150146,7044.447284085937
150147,1240.2544828929026
150148,2288.5395140883365
150149,782.84225167816
150150,3688.2217149602466
150151,7602.220674162884
150152,621.221328091955
150153,773.1837071496489
150154,19493.981620781917
150155,2760.6909161029316
150156,384.22310767209626
150157,5377.996431088202
150158,1180.5370541126363
150159,9403.015744146716
150160,46314.73672881047
150161,839.4287970738613
150162,782.5057836004819
150163,746.3469159568751
150164,5076.564894912271
150165,3338.213719502149
150166,7013.522035919646
150167,2634.943169312205
150168,4991.449866069551
150169,2104.0514030190525
150170,3045.5302845205765
150171,4350.603011888208
150172,1721.2835125428226
150173,6328.056448890338
150174,2520.404333974882
150175,624.5542956818923
150176,22907.814324489256
150177,232.4403721437272
150178,1864.2327586227752
150179,3439.9665439163
150180,1101.76669224703
150181,1532.040667520812
150182,6105.817773450197
150183,956.9872478334391
150184,621.7855343166686
150185,8959.113423251816
150186,2695.4220610375587
150187,16016.234375993678
150188,2854.5643382024473
150189,5052.530893818256
150190,5290.979671792351
150191,127.97152289946476
150192,1774.0674634912652
150193,3973.0124781175955
150194,15390.43963045562
150195,890.0369129756346
150196,18104.6265756195
150197,3217.8051482280607
150198,4171.8517670753845
150199,2072.663712154523
150200,2356.0210567585555
150201,9980.030830645213
150202,2208.6640579014647
